DSS File:	M:\General\DonJ\backwater\Fish\LatestYBW2.dss
Stage Elevatopn Path:	/BIG SUNFLOWER/ANGUILLA/ELEV/01MAR1949/1DAY/BSMREC/
Stage Area Path:	/BIG SUNFLOWER/ANGUILLA/ELEV-AREA//STAGE AREA CURVE/2YR_PRO/
Time Window:	3/1 - 6/30
Duration: 8 Days
Min Spawning Depth: 1 Feet
Max Rearing Depth: 10 Feet
Min Rearing Depth: 0 Feet
Max Rearing Depth: 2 Feet
Count Orphaned Areas: false
Count Deep Areas true

Year	Stage	Total	Restricted	Spawning
		Rearing	Rearing
4/8/1953	87.0	1,720.5	203.0	662.4
4/9/1953	86.3	1,655.0	202.3	669.2
4/10/1953	85.9	1,609.6	202.1	678.0
4/11/1953	85.6	1,582.2	202.4	657.7
4/12/1953	85.3	1,553.6	202.7	612.9
4/13/1953	85.0	1,524.3	203.0	601.4
4/14/1953	84.8	1,503.9	203.0	567.2
4/15/1953	84.5	1,470.4	203.0	559.5
4/16/1953	83.9	1,412.9	202.9	580.8
4/17/1953	83.6	1,376.2	202.6	617.1
4/18/1953	83.1	1,328.0	202.1	664.8
4/19/1953	82.4	1,254.5	202.6	738.2
4/20/1953	82.0	1,213.7	203.0	779.1
4/21/1953	81.4	1,159.5	203.0	833.8
4/22/1953	81.0	1,118.5	203.0	875.2
4/23/1953	80.7	1,081.4	202.7	912.0
4/24/1953	81.0	1,119.2	203.0	912.0
4/25/1953	81.6	1,173.3	203.0	912.0
4/26/1953	82.3	1,246.9	202.7	912.0
4/27/1953	82.6	1,278.5	202.4	912.0
4/28/1953	83.9	1,403.7	202.9	912.0
4/29/1953	84.1	1,429.2	203.0	912.0
4/30/1953	92.0	3,669.8	1,306.7	1,691.5
5/1/1953	94.2	6,293.0	2,393.9	3,518.3
5/2/1953	94.2	6,296.2	2,395.0	3,520.7
5/3/1953	94.3	6,454.3	2,451.3	3,639.2
5/4/1953	95.1	7,614.6	2,860.0	4,299.6
5/5/1953	95.3	8,037.8	2,996.0	4,143.3
5/6/1953	95.2	7,882.6	2,946.1	3,882.0
5/7/1953	95.2	7,914.0	2,956.2	3,880.3
5/8/1953	95.2	7,910.5	2,955.1	3,880.5
5/9/1953	95.0	7,525.3	2,831.3	3,901.4
5/10/1953	95.0	7,525.1	2,831.2	3,901.4
5/11/1953	94.9	7,356.0	2,772.4	3,911.9
5/12/1953	94.8	7,192.1	2,714.1	3,922.6
5/13/1953	94.6	6,861.1	2,596.2	3,944.1
5/14/1953	95.0	7,527.2	2,831.9	4,444.6
5/15/1953	95.9	9,160.6	3,356.8	5,717.0
5/16/1953	96.4	10,228.0	3,645.4	6,602.3
5/17/1953	96.8	10,228.0	3,131.6	6,538.4
5/18/1953	96.8	10,228.0	3,101.1	6,179.8
5/19/1953	96.7	10,228.0	3,223.7	6,010.9
5/20/1953	96.6	10,228.0	3,322.7	5,681.8
5/21/1953	96.7	10,228.0	3,269.4	5,079.8
5/22/1953	96.6	10,228.0	3,374.7	4,935.2
5/23/1953	96.5	10,228.0	3,521.6	3,922.6
5/24/1953	96.4	10,228.0	3,670.5	3,631.2
5/25/1953	96.2	9,534.6	3,274.3	3,229.2
5/26/1953	96.1	9,451.1	3,338.2	2,885.6
5/27/1953	95.9	9,207.4	3,371.8	2,495.3
5/28/1953	95.5	8,489.0	3,141.0	2,022.8
5/29/1953	95.4	8,307.1	3,082.5	1,642.7
5/30/1953	94.7	7,071.0	2,670.9	1,280.2
5/31/1953	94.5	6,701.1	2,539.2	931.0
6/1/1953	94.2	6,183.7	2,355.0	577.6
6/2/1953	93.9	5,744.5	2,190.7	399.0
6/3/1953	93.4	5,225.9	1,984.1	321.3
6/4/1953	92.9	4,575.7	1,719.8	260.9
6/5/1953	92.4	4,063.2	1,486.1	196.7
6/6/1953	91.8	3,481.8	1,206.2	150.7
6/7/1953	91.1	2,959.7	926.3	135.8
6/8/1953	90.0	2,368.8	542.2	174.3
6/9/1953	88.8	1,969.7	267.9	216.7
6/10/1953	87.6	1,784.9	203.0	261.0
6/11/1953	86.5	1,670.2	202.5	333.6
6/12/1953	85.3	1,553.8	202.7	351.8
6/13/1953	84.2	1,444.0	203.0	423.8
6/14/1953	83.4	1,359.4	202.4	477.6
6/15/1953	82.7	1,289.7	202.3	501.4
6/16/1953	81.9	1,208.7	203.0	555.1
6/17/1953	81.2	1,134.3	203.0	603.1
6/18/1953	80.8	1,092.1	202.8	618.3
6/19/1953	79.8	993.6	202.2	669.7
6/20/1953	79.4	955.1	202.6	631.6
6/21/1953	79.1	924.6	202.9	601.8
6/22/1953	78.7	879.5	203.0	569.6
6/23/1953	78.4	852.4	203.0	536.8
6/24/1953	78.1	825.4		
6/25/1953	77.9	798.5		
6/26/1953	77.6	771.4		
6/27/1953	77.2	732.9		
6/28/1953	76.9	702.8		
6/29/1953	76.6	670.6		
6/30/1953	76.3	637.8		
3/1/1954	80.2	1,032.5	202.2	542.2
3/2/1954	79.6	967.7	202.4	504.9
3/3/1954	78.8	893.9	203.0	459.8
3/4/1954	78.4	851.0	203.0	437.7
3/5/1954	77.9	799.3	202.9	415.6
3/6/1954	77.5	755.4	202.5	415.6
3/7/1954	76.9	696.9	202.1	393.6
3/8/1954	76.5	662.6	202.5	393.6
3/9/1954	76.0	605.9	203.0	360.8
3/10/1954	75.5	561.3	203.0	360.8
3/11/1954	75.3	539.3	203.0	349.8
3/12/1954	75.1	517.5	203.0	332.3
3/13/1954	75.1	517.5	203.0	332.3
3/14/1954	74.9	495.5	202.9	332.3
3/15/1954	74.9	495.5	202.9	332.3
3/16/1954	74.6	462.3	202.6	324.8
3/17/1954	74.6	462.3	202.6	324.8
3/18/1954	74.5	451.3	202.5	317.4
3/19/1954	74.3	433.6	202.3	317.4
3/20/1954	74.3	433.6	202.3	317.4
3/21/1954	74.3	433.6	202.3	317.4
3/22/1954	74.3	433.6	202.3	317.4
3/23/1954	74.2	426.1	202.2	317.4
3/24/1954	74.2	426.1	202.2	317.4
3/25/1954	74.1	418.5	202.1	317.4
3/26/1954	74.1	418.5	202.1	317.4
3/27/1954	74.1	418.5	202.1	317.4
3/28/1954	74.8	484.4	202.8	338.9
3/29/1954	75.1	517.5	203.0	338.9
3/30/1954	74.8	484.4	202.8	332.3
3/31/1954	74.7	473.4	202.7	332.3
4/1/1954	74.7	473.4	202.7	332.3
4/2/1954	75.0	506.5	203.0	332.1
4/3/1954	74.3	440.3	202.3	332.1
4/4/1954	74.5	451.3	202.5	329.3
4/5/1954	74.3	440.3	202.3	329.3
4/6/1954	74.3	433.6	202.3	329.3
4/7/1954	74.3	433.6	202.3	329.3
4/8/1954	74.3	433.6	202.3	329.3
4/9/1954	74.3	433.4	202.3	329.3
4/10/1954	74.3	438.9	202.3	329.3
4/11/1954	74.3	430.5	202.3	329.3
4/12/1954	74.4	446.7	202.4	331.9
4/13/1954	74.3	433.1	202.3	331.9
4/14/1954	74.8	490.5	202.8	388.6
4/15/1954	75.2	525.4	203.0	423.6
4/16/1954	75.5	560.7	203.0	459.2
4/17/1954	75.9	596.9	203.0	495.8
4/18/1954	76.9	696.1	202.1	568.4
4/19/1954	77.4	747.9	202.4	543.8
4/20/1954	77.6	773.8	202.6	531.4
4/21/1954	77.5	760.5	202.5	495.3
4/22/1954	77.4	746.4	202.4	495.2
4/23/1954	77.1	719.9	202.1	495.2
4/24/1954	76.9	694.3	202.1	495.2
4/25/1954	76.6	669.4	202.4	495.2
4/26/1954	76.4	644.8	202.6	495.2
4/27/1954	76.2	632.4	202.8	495.2
4/28/1954	75.9	596.4	203.0	495.2
4/29/1954	75.9	596.3	203.0	495.2
4/30/1954	79.3	942.3	202.7	841.3
5/1/1954	82.3	1,245.2	202.7	912.0
5/2/1954	87.7	1,792.4	203.0	912.0
5/3/1954	93.0	4,702.8	1,775.7	2,375.1
5/4/1954	95.1	7,653.9	2,872.6	3,127.1
5/5/1954	95.4	8,198.9	3,047.7	2,763.8
5/6/1954	95.4	8,185.2	3,043.3	2,764.5
5/7/1954	95.3	7,987.1	2,979.7	2,775.2
5/8/1954	94.9	7,395.6	2,786.5	2,808.3
5/9/1954	94.7	7,072.4	2,671.4	2,829.3
5/10/1954	94.4	6,584.9	2,497.8	2,861.0
5/11/1954	94.0	5,918.7	2,260.1	2,678.1
5/12/1954	93.7	5,496.5	2,091.9	2,104.0
5/13/1954	94.9	7,270.2	2,741.9	1,288.2
5/14/1954	95.0	7,427.5	2,797.9	709.0
5/15/1954	94.7	7,086.4	2,676.4	395.4
5/16/1954	94.3	6,416.6	2,437.9	261.3
5/17/1954	94.0	5,917.2	2,259.5	140.6
5/18/1954	93.4	5,210.1	1,977.8	46.4
5/19/1954	92.8	4,432.0	1,654.3	0.0
5/20/1954	91.8	3,511.1	1,222.0	0.0
5/21/1954	90.6	2,695.9	758.7	0.0
5/22/1954	89.4	2,133.8	374.8	0.0
5/23/1954	87.9	1,813.0	203.0	61.7
5/24/1954	86.4	1,659.9	202.4	204.0
5/25/1954	84.9	1,508.4	203.0	316.8
5/26/1954	83.4	1,359.6	202.4	425.9
5/27/1954	81.8	1,197.2	203.0	538.5
5/28/1954	80.8	1,094.4	202.8	592.9
5/29/1954	80.1	1,019.0	202.1	610.8
5/30/1954	79.5	962.5	202.5	582.2
5/31/1954	79.4	951.5	202.6	536.8
6/1/1954	79.0	913.2	203.0	492.9
6/2/1954	78.6	873.5	203.0	470.8
6/3/1954	78.1	824.3	203.0	437.7
6/4/1954	77.6	775.1	202.6	426.6
6/5/1954	77.1	717.8	202.1	404.5
6/6/1954	76.7	683.2	202.3	393.6
6/7/1954	76.3	637.8	202.7	393.6
6/8/1954	75.9	594.0	203.0	382.7
6/9/1954	75.6	572.2	203.0	371.7
6/10/1954	75.3	539.4	203.0	360.8
6/11/1954	75.2	528.4	203.0	338.9
6/12/1954	75.0	506.5	203.0	338.9
6/13/1954	74.9	495.5	202.9	338.9
6/14/1954	74.9	495.5	202.9	338.9
6/15/1954	74.8	484.4	202.8	338.9
6/16/1954	74.7	473.4	202.7	338.9
6/17/1954	74.6	462.3	202.6	338.9
6/18/1954	74.3	440.3	202.3	338.9
6/19/1954	74.5	451.3	202.5	338.9
6/20/1954	74.5	451.3	202.5	338.9
6/21/1954	74.3	440.3	202.3	332.3
6/22/1954	74.3	440.3	202.3	328.6
6/23/1954	74.5	451.3	202.5	324.8
6/24/1954	74.5	451.3		
6/25/1954	74.5	451.3		
6/26/1954	74.5	451.3		
6/27/1954	74.3	440.3		
6/28/1954	74.3	433.6		
6/29/1954	74.2	429.8		
6/30/1954	74.2	426.1		
3/1/1955	86.5	1,671.0	202.5	326.2
3/2/1955	85.7	1,588.8	202.3	350.3
3/3/1955	85.0	1,516.9	203.0	407.1
3/4/1955	84.0	1,422.0	203.0	494.9
3/5/1955	83.2	1,334.4	202.2	575.6
3/6/1955	82.2	1,236.2	202.8	673.6
3/7/1955	81.4	1,155.5	203.0	754.9
3/8/1955	80.7	1,085.5	202.7	825.1
3/9/1955	80.1	1,027.3	202.1	882.7
3/10/1955	80.0	1,012.0	202.0	896.8
3/11/1955	79.9	1,003.9	202.1	896.8
3/12/1955	79.8	997.8	202.2	896.8
3/13/1955	79.8	997.8	202.2	896.8
3/14/1955	79.9	998.9	202.1	897.9
3/15/1955	79.9	1,001.9	202.1	900.9
3/16/1955	80.1	1,025.2	202.1	912.0
3/17/1955	80.2	1,036.5	202.2	912.0
3/18/1955	80.4	1,050.7	202.4	912.0
3/19/1955	80.7	1,079.3	202.7	912.0
3/20/1955	81.1	1,120.1	203.0	912.0
3/21/1955	81.9	1,206.9	203.0	912.0
3/22/1955	94.1	6,122.0	2,333.0	3,390.1
3/23/1955	96.1	9,423.8	3,359.0	6,014.8
3/24/1955	96.5	10,228.0	3,512.8	6,350.7
3/25/1955	96.6	10,228.0	3,303.6	6,014.8
3/26/1955	96.7	10,228.0	3,233.2	6,010.2
3/27/1955	96.7	10,228.0	3,202.4	5,936.7
3/28/1955	96.6	10,228.0	3,320.9	5,524.5
3/29/1955	96.6	10,228.0	3,429.7	5,377.2
3/30/1955	96.5	10,228.0	3,547.9	5,378.9
3/31/1955	96.3	9,602.6	3,222.3	4,777.8
4/1/1955	96.1	9,450.5	3,338.6	4,239.0
4/2/1955	96.1	9,476.3	3,318.9	4,010.4
4/3/1955	96.1	9,416.8	3,364.4	3,777.1
4/4/1955	95.8	9,018.7	3,311.2	3,803.0
4/5/1955	95.7	8,833.2	3,251.6	3,813.0
4/6/1955	95.7	8,826.0	3,249.3	3,813.4
4/7/1955	95.3	8,080.8	3,009.8	3,853.8
4/8/1955	95.0	7,411.4	2,792.2	3,890.8
4/9/1955	94.8	7,134.5	2,693.5	3,908.8
4/10/1955	94.6	6,839.6	2,588.5	3,928.0
4/11/1955	95.1	7,586.6	2,851.0	4,490.9
4/12/1955	95.8	9,004.6	3,306.7	5,595.5
4/13/1955	96.6	10,228.0	3,295.2	6,915.5
4/14/1955	97.0	10,228.0	2,710.8	6,650.0
4/15/1955	97.2	10,228.0	2,380.1	6,200.0
4/16/1955	97.2	10,228.0	2,426.6	5,612.9
4/17/1955	97.1	10,228.0	2,648.0	5,270.3
4/18/1955	96.9	10,228.0	2,847.7	4,933.6
4/19/1955	96.8	10,228.0	3,036.4	4,271.9
4/20/1955	96.6	10,228.0	3,365.3	3,887.8
4/21/1955	96.5	10,228.0	3,554.8	3,498.2
4/22/1955	96.2	9,564.6	3,251.4	2,989.9
4/23/1955	95.9	9,190.9	3,366.5	2,578.1
4/24/1955	95.7	8,765.3	3,229.7	2,062.5
4/25/1955	95.5	8,346.8	3,095.3	1,700.0
4/26/1955	95.0	7,537.7	2,835.3	1,244.6
4/27/1955	94.7	7,040.9	2,660.2	903.1
4/28/1955	94.4	6,547.2	2,484.4	563.9
4/29/1955	94.0	5,893.0	2,249.9	445.3
4/30/1955	93.5	5,329.6	2,025.4	377.8
5/1/1955	93.0	4,647.5	1,752.6	322.0
5/2/1955	92.5	4,141.4	1,521.8	251.4
5/3/1955	91.7	3,473.7	1,201.9	228.3
5/4/1955	91.1	2,951.6	922.0	194.4
5/5/1955	90.0	2,384.1	552.3	214.4
5/6/1955	89.2	2,079.4	335.9	213.2
5/7/1955	88.3	1,870.1	223.5	227.4
5/8/1955	87.2	1,739.0	203.0	272.2
5/9/1955	86.0	1,616.4	202.0	322.9
5/10/1955	85.0	1,519.8	203.0	344.0
5/11/1955	84.0	1,417.6	203.0	376.9
5/12/1955	83.2	1,332.9	202.2	411.5
5/13/1955	82.3	1,246.6	202.7	450.2
5/14/1955	81.5	1,165.2	203.0	499.4
5/15/1955	80.8	1,099.2	202.8	547.0
5/16/1955	80.1	1,027.4	202.1	589.9
5/17/1955	79.4	951.8	202.6	604.2
5/18/1955	78.7	881.8	203.0	604.2
5/19/1955	78.2	832.9	203.0	604.2
5/20/1955	77.8	785.5	202.8	604.2
5/21/1955	77.4	752.5	202.4	604.2
5/22/1955	77.2	733.5	202.2	604.2
5/23/1955	77.0	705.2	202.0	604.2
5/24/1955	78.3	840.4	203.0	738.7
5/25/1955	81.0	1,113.1	203.0	912.0
5/26/1955	83.0	1,316.9	202.0	699.3
5/27/1955	83.9	1,409.2	202.9	526.8
5/28/1955	83.9	1,410.2	202.9	450.4
5/29/1955	83.7	1,391.6	202.7	394.9
5/30/1955	83.3	1,344.5	202.3	395.9
5/31/1955	82.6	1,277.6	202.4	418.1
6/1/1955	81.8	1,192.8	203.0	476.0
6/2/1955	80.9	1,105.1	202.9	510.2
6/3/1955	80.1	1,023.2	202.1	591.4
6/4/1955	79.4	947.7	202.6	601.5
6/5/1955	78.6	874.1	203.0	601.5
6/6/1955	78.2	828.9	203.0	601.5
6/7/1955	77.7	784.4	202.7	571.7
6/8/1955	77.5	757.0	202.5	533.3
6/9/1955	76.9	702.5	202.1	483.5
6/10/1955	77.4	754.4	202.4	446.9
6/11/1955	78.1	820.4	203.0	423.1
6/12/1955	77.8	791.8	202.8	399.9
6/13/1955	77.3	738.1	202.3	377.6
6/14/1955	76.6	672.7	202.4	367.2
6/15/1955	76.3	634.3	202.7	357.1
6/16/1955	75.8	584.7	203.0	357.1
6/17/1955	75.4	548.5	203.0	357.1
6/18/1955	75.2	524.9	203.0	349.8
6/19/1955	74.9	501.9	202.9	349.8
6/20/1955	74.7	479.3	202.7	349.8
6/21/1955	74.6	468.8	202.6	338.9
6/22/1955	74.5	458.6	202.5	332.3
6/23/1955	74.5	460.1	202.5	332.3
6/24/1955	74.6	461.3		
6/25/1955	74.5	451.3		
6/26/1955	74.5	451.3		
6/27/1955	74.5	451.3		
6/28/1955	74.3	440.3		
6/29/1955	74.3	433.6		
6/30/1955	74.3	433.6		
3/1/1956	93.4	5,118.7	1,941.4	586.4
3/2/1956	93.1	4,743.7	1,791.9	495.8
3/3/1956	92.7	4,333.4	1,609.4	468.4
3/4/1956	92.1	3,754.6	1,345.4	469.7
3/5/1956	91.5	3,310.2	1,114.2	447.6
3/6/1956	91.0	2,884.1	883.2	505.3
3/7/1956	90.4	2,568.8	674.5	564.4
3/8/1956	89.6	2,230.4	443.7	640.8
3/9/1956	89.0	1,999.1	281.0	709.3
3/10/1956	88.3	1,876.5	226.4	776.6
3/11/1956	87.7	1,796.0	203.0	833.7
3/12/1956	87.0	1,718.4	203.0	912.0
3/13/1956	87.1	1,734.5	203.0	912.0
3/14/1956	91.3	3,148.5	1,027.6	1,387.8
3/15/1956	92.9	4,530.0	1,699.0	1,054.6
3/16/1956	93.8	5,649.9	2,153.0	680.5
3/17/1956	93.7	5,525.7	2,103.5	485.2
3/18/1956	93.4	5,139.1	1,949.5	405.7
3/19/1956	93.0	4,630.0	1,744.6	342.6
3/20/1956	92.4	4,059.0	1,484.2	323.3
3/21/1956	91.8	3,511.3	1,222.1	302.7
3/22/1956	91.0	2,900.2	893.8	317.3
3/23/1956	90.2	2,467.1	607.2	328.2
3/24/1956	89.3	2,099.1	350.0	361.0
3/25/1956	88.4	1,893.0	233.8	398.4
3/26/1956	87.3	1,757.6	203.0	443.4
3/27/1956	86.6	1,680.5	202.6	455.6
3/28/1956	85.8	1,599.2	202.2	536.4
3/29/1956	85.1	1,532.4	202.9	603.2
3/30/1956	84.4	1,462.7	203.0	673.5
3/31/1956	83.8	1,400.9	202.8	735.5
4/1/1956	83.3	1,348.6	202.3	787.3
4/2/1956	82.7	1,288.3	202.3	847.3
4/3/1956	82.1	1,223.6	202.9	912.0
4/4/1956	82.4	1,256.4	202.6	912.0
4/5/1956	82.5	1,271.0	202.5	912.0
4/6/1956	88.0	1,829.6	205.5	912.0
4/7/1956	91.5	3,279.5	1,097.8	1,147.4
4/8/1956	92.5	4,153.1	1,527.1	776.2
4/9/1956	92.7	4,353.9	1,618.7	662.1
4/10/1956	92.7	4,352.5	1,618.1	529.8
4/11/1956	92.4	4,042.8	1,476.8	466.9
4/12/1956	92.1	3,719.4	1,329.3	387.6
4/13/1956	91.5	3,282.5	1,099.4	359.2
4/14/1956	90.9	2,829.6	847.1	318.3
4/15/1956	90.1	2,412.4	571.0	297.9
4/16/1956	89.7	2,245.1	454.3	253.4
4/17/1956	88.9	1,991.8	277.8	252.1
4/18/1956	88.0	1,822.0	203.0	271.2
4/19/1956	86.9	1,710.9	202.9	333.0
4/20/1956	86.0	1,625.4	202.0	354.9
4/21/1956	85.0	1,520.2	203.0	387.7
4/22/1956	84.0	1,422.5	203.0	439.1
4/23/1956	83.2	1,334.5	202.2	517.5
4/24/1956	82.4	1,256.2	202.6	571.9
4/25/1956	81.7	1,181.5	203.0	606.1
4/26/1956	81.2	1,131.8	203.0	625.7
4/27/1956	80.5	1,068.8	202.5	668.0
4/28/1956	79.8	995.9	202.2	668.2
4/29/1956	79.4	948.6	202.6	638.3
4/30/1956	79.3	939.7	202.7	636.2
5/1/1956	79.0	916.0	203.0	636.2
5/2/1956	78.6	875.6	203.0	636.2
5/3/1956	78.3	845.3	203.0	636.2
5/4/1956	78.1	825.1	203.0	636.2
5/5/1956	77.6	769.8	202.6	636.2
5/6/1956	77.3	739.6	202.3	624.9
5/7/1956	77.3	737.5	202.3	588.7
5/8/1956	77.5	760.6	202.5	541.6
5/9/1956	77.7	778.7	202.7	518.7
5/10/1956	77.7	783.9	202.7	483.3
5/11/1956	77.5	762.8	202.5	459.4
5/12/1956	77.4	750.3	202.4	424.2
5/13/1956	77.2	726.0	202.2	390.4
5/14/1956	76.8	689.7	202.2	369.3
5/15/1956	76.3	642.6	202.7	359.8
5/16/1956	76.1	619.7	202.9	338.9
5/17/1956	75.8	584.5	203.0	324.8
5/18/1956	75.5	560.9	203.0	324.8
5/19/1956	75.2	526.0	203.0	324.8
5/20/1956	74.9	492.3	202.9	324.8
5/21/1956	74.6	471.0	202.6	324.4
5/22/1956	74.6	461.3	202.6	323.1
5/23/1956	74.3	440.3	202.3	321.9
5/24/1956	74.2	426.1	202.2	321.3
5/25/1956	74.2	426.1	202.2	321.3
5/26/1956	74.2	426.1	202.2	321.3
5/27/1956	74.2	426.1	202.2	321.3
5/28/1956	74.2	425.6	202.2	321.3
5/29/1956	74.2	424.3	202.2	321.3
5/30/1956	74.2	423.1	202.2	321.3
5/31/1956	74.2	422.5	202.2	321.3
6/1/1956	74.2	426.0	202.2	324.8
6/2/1956	74.5	459.5	202.5	349.8
6/3/1956	74.8	482.9	202.8	332.3
6/4/1956	74.9	494.8	202.9	328.6
6/5/1956	74.9	495.4	202.9	317.4
6/6/1956	74.7	473.4	202.7	317.4
6/7/1956	74.7	473.4	202.7	317.4
6/8/1956	74.5	451.3	202.5	317.4
6/9/1956	74.5	451.3	202.5	317.4
6/10/1956	74.3	433.6	202.3	317.4
6/11/1956	74.2	429.8	202.2	317.4
6/12/1956	74.1	418.5	202.1	317.4
6/13/1956	74.1	418.5	202.1	317.4
6/14/1956	74.8	484.4	202.8	382.7
6/15/1956	76.0	605.0	203.0	437.6
6/16/1956	75.9	594.3	203.0	437.6
6/17/1956	75.6	572.3	203.0	426.6
6/18/1956	75.5	561.3	203.0	415.6
6/19/1956	75.4	550.2	203.0	393.6
6/20/1956	75.3	539.3	203.0	371.7
6/21/1956	75.3	539.4	203.0	349.8
6/22/1956	75.3	539.4	203.0	332.3
6/23/1956	75.3	539.4	203.0	324.8
6/24/1956	75.2	528.4		
6/25/1956	75.1	517.5		
6/26/1956	74.9	495.5		
6/27/1956	74.7	473.4		
6/28/1956	74.5	451.3		
6/29/1956	74.3	433.6		
6/30/1956	74.2	426.1		
3/1/1957	91.4	3,198.7	1,054.5	571.3
3/2/1957	91.1	2,958.8	925.8	553.8
3/3/1957	90.8	2,808.1	832.9	499.9
3/4/1957	90.6	2,698.5	760.4	449.6
3/5/1957	90.0	2,352.9	531.2	485.0
3/6/1957	89.4	2,144.6	382.5	514.5
3/7/1957	88.6	1,928.9	249.7	528.7
3/8/1957	88.0	1,828.1	204.8	507.1
3/9/1957	87.5	1,777.4	203.0	471.9
3/10/1957	86.8	1,698.5	202.8	467.1
3/11/1957	86.1	1,626.9	202.1	471.8
3/12/1957	85.8	1,596.6	202.2	481.8
3/13/1957	85.5	1,566.6	202.5	491.7
3/14/1957	84.8	1,498.5	203.0	560.0
3/15/1957	84.0	1,422.3	203.0	636.9
3/16/1957	83.2	1,337.0	202.2	721.5
3/17/1957	82.4	1,252.8	202.6	805.5
3/18/1957	81.7	1,187.0	203.0	871.6
3/19/1957	81.5	1,167.0	203.0	891.8
3/20/1957	81.3	1,147.0	203.0	912.0
3/21/1957	81.9	1,204.0	203.0	912.0
3/22/1957	83.1	1,324.7	202.1	843.3
3/23/1957	84.0	1,416.8	203.0	669.7
3/24/1957	84.3	1,444.7	203.0	641.6
3/25/1957	84.2	1,435.2	203.0	651.2
3/26/1957	84.1	1,425.8	203.0	660.7
3/27/1957	83.7	1,388.4	202.7	697.9
3/28/1957	83.1	1,332.1	202.1	753.6
3/29/1957	82.4	1,255.9	202.6	829.7
3/30/1957	81.6	1,174.0	203.0	912.0
3/31/1957	82.2	1,239.5	202.8	912.0
4/1/1957	85.1	1,525.4	202.9	912.0
4/2/1957	88.5	1,920.9	246.2	912.0
4/3/1957	89.0	2,007.7	284.9	912.0
4/4/1957	91.0	2,893.3	889.2	1,240.6
4/5/1957	92.9	4,527.3	1,697.7	2,257.4
4/6/1957	94.8	7,140.3	2,695.6	2,017.5
4/7/1957	94.8	7,106.1	2,683.4	1,641.8
4/8/1957	94.6	6,909.4	2,613.4	1,171.4
4/9/1957	94.5	6,731.4	2,550.0	747.4
4/10/1957	94.2	6,286.2	2,391.5	559.6
4/11/1957	93.5	5,314.6	2,019.4	438.9
4/12/1957	93.3	5,100.1	1,933.9	423.2
4/13/1957	92.8	4,467.7	1,670.6	344.1
4/14/1957	92.3	3,971.2	1,444.2	390.8
4/15/1957	91.5	3,315.0	1,116.8	459.7
4/16/1957	90.6	2,685.3	751.6	555.3
4/17/1957	90.0	2,348.8	528.3	619.6
4/18/1957	88.8	1,979.2	272.2	733.0
4/19/1957	88.5	1,919.1	245.4	766.0
4/20/1957	87.2	1,742.9	203.0	900.0
4/21/1957	87.2	1,739.5	203.0	903.5
4/22/1957	87.1	1,731.1	203.0	912.0
4/23/1957	87.4	1,763.4	203.0	912.0
4/24/1957	87.7	1,793.7	203.0	912.0
4/25/1957	88.0	1,821.0	203.0	912.0
4/26/1957	88.2	1,866.3	221.9	912.0
4/27/1957	88.5	1,916.0	244.0	912.0
4/28/1957	88.7	1,960.2	263.7	899.9
4/29/1957	88.9	1,998.8	280.9	837.3
4/30/1957	89.1	2,050.4	315.2	775.2
5/1/1957	89.2	2,096.2	348.0	723.8
5/2/1957	89.3	2,106.8	355.6	680.7
5/3/1957	89.1	2,053.9	317.8	594.8
5/4/1957	88.9	1,993.3	278.4	549.6
5/5/1957	88.6	1,938.1	253.8	480.7
5/6/1957	88.2	1,862.6	220.2	434.1
5/7/1957	87.8	1,800.6	203.0	374.9
5/8/1957	87.4	1,762.6	203.0	332.3
5/9/1957	87.0	1,722.9	203.0	299.3
5/10/1957	86.0	1,621.0	202.0	336.8
5/11/1957	85.3	1,554.6	202.7	325.5
5/12/1957	84.4	1,455.9	203.0	360.2
5/13/1957	83.5	1,367.8	202.5	393.9
5/14/1957	82.5	1,263.3	202.5	466.5
5/15/1957	81.7	1,182.6	203.0	507.0
5/16/1957	81.0	1,110.2	203.0	531.7
5/17/1957	80.3	1,046.1	202.3	561.3
5/18/1957	79.6	968.1	202.4	594.1
5/19/1957	78.9	903.6	203.0	594.1
5/20/1957	78.4	849.8	203.0	594.1
5/21/1957	78.1	818.7	203.0	594.1
5/22/1957	77.7	778.0	202.7	594.1
5/23/1957	77.2	729.1	202.2	594.1
5/24/1957	76.9	695.1	202.1	594.1
5/25/1957	78.0	815.6	203.0	713.7
5/26/1957	79.2	937.2	202.8	836.2
5/27/1957	81.3	1,149.0	203.0	912.0
5/28/1957	83.2	1,338.2	202.2	912.0
5/29/1957	84.8	1,503.3	203.0	912.0
5/30/1957	85.2	1,542.0	202.8	912.0
5/31/1957	85.3	1,548.5	202.7	912.0
6/1/1957	85.5	1,568.9	202.5	912.0
6/2/1957	86.1	1,626.8	202.1	912.0
6/3/1957	87.7	1,797.7	203.0	912.0
6/4/1957	89.0	1,999.9	281.4	912.0
6/5/1957	90.2	2,463.4	604.7	1,042.2
6/6/1957	91.1	2,946.1	919.0	1,269.9
6/7/1957	91.5	3,315.1	1,116.8	1,414.9
6/8/1957	91.7	3,470.0	1,199.9	1,135.7
6/9/1957	91.9	3,559.0	1,247.6	915.4
6/10/1957	92.0	3,650.9	1,296.9	741.3
6/11/1957	92.0	3,680.0	1,311.4	629.0
6/12/1957	92.0	3,694.8	1,318.1	520.0
